yr,month,rain,run
2001,01,20.791659739916213,ED2_ENSO
2001,02,12.644582932989579,ED2_ENSO
2001,03,26.412108817021362,ED2_ENSO
2001,04,46.937748638447374,ED2_ENSO
2001,05,270.99169737193733,ED2_ENSO
2001,06,283.6519887903705,ED2_ENSO
2001,07,159.9427878507413,ED2_ENSO
2001,08,307.50462419819087,ED2_ENSO
2001,09,173.16958350129426,ED2_ENSO
2001,10,216.47740406915545,ED2_ENSO
2001,11,369.49787638150156,ED2_ENSO
2001,12,318.41562101617455,ED2_ENSO
2002,01,35.50283357617445,ED2_ENSO
2002,02,37.34691744321026,ED2_ENSO
2002,03,32.71259877656121,ED2_ENSO
2002,04,88.15037368331105,ED2_ENSO
2002,05,128.9803046034649,ED2_ENSO
2002,06,304.35140000190586,ED2_ENSO
2002,07,241.70933633577079,ED2_ENSO
2002,08,484.5287438482046,ED2_ENSO
2002,09,95.98369124578312,ED2_ENSO
2002,10,383.0603807698935,ED2_ENSO
2002,11,406.2462563160807,ED2_ENSO
2002,12,83.27663855161518,ED2_ENSO
2003,01,44.9335812125355,ED2_ENSO
2003,02,54.48688353644684,ED2_ENSO
2003,03,7.080566014337819,ED2_ENSO
2003,04,29.36967668356374,ED2_ENSO
2003,05,136.53092058375478,ED2_ENSO
2003,06,185.7151689939201,ED2_ENSO
2003,07,267.2814108431339,ED2_ENSO
2003,08,183.56463750824332,ED2_ENSO
2003,09,116.39366779709235,ED2_ENSO
2003,10,114.71922631608322,ED2_ENSO
2003,11,503.02574671804905,ED2_ENSO
2003,12,58.32471366156824,ED2_ENSO
2004,01,12.671012213104405,ED2_ENSO
2004,02,63.49093331373297,ED2_ENSO
2004,03,49.46395372389816,ED2_ENSO
2004,04,63.761761877685785,ED2_ENSO
2004,05,202.8562020510435,ED2_ENSO
2004,06,186.79010344203562,ED2_ENSO
2004,07,398.16184658557177,ED2_ENSO
2004,08,293.0534704355523,ED2_ENSO
2004,09,227.50657566357404,ED2_ENSO
2004,10,244.31952950544655,ED2_ENSO
2004,11,176.62112885154784,ED2_ENSO
2004,12,146.76166215213016,ED2_ENSO
2005,01,35.50283357617445,ED2_ENSO
2005,02,37.34691744321026,ED2_ENSO
2005,03,32.71259877656121,ED2_ENSO
2005,04,88.15037368331105,ED2_ENSO
2005,05,128.9803046034649,ED2_ENSO
2005,06,304.35140000190586,ED2_ENSO
2005,07,241.70933633577079,ED2_ENSO
2005,08,484.5287438482046,ED2_ENSO
2005,09,95.98369124578312,ED2_ENSO
2005,10,383.0603807698935,ED2_ENSO
2005,11,406.2462563160807,ED2_ENSO
2005,12,83.27663855161518,ED2_ENSO
2006,01,90.85726593621075,ED2_ENSO
2006,02,31.456438807072118,ED2_ENSO
2006,03,40.3132134641055,ED2_ENSO
2006,04,54.04767930158414,ED2_ENSO
2006,05,228.55829999316484,ED2_ENSO
2006,06,296.98309355881065,ED2_ENSO
2006,07,336.47702978923917,ED2_ENSO
2006,08,169.34357767459005,ED2_ENSO
2006,09,212.51172828488052,ED2_ENSO
2006,10,284.94292739778757,ED2_ENSO
2006,11,643.8181308098137,ED2_ENSO
2006,12,489.67920751310885,ED2_ENSO
2007,01,9.150732951820828,ED2_ENSO
2007,02,1.9597996632001013,ED2_ENSO
2007,03,18.521476049500052,ED2_ENSO
2007,04,172.93185030575842,ED2_ENSO
2007,05,252.93026911094785,ED2_ENSO
2007,06,275.4362889099866,ED2_ENSO
2007,07,336.346850451082,ED2_ENSO
2007,08,141.15125422831625,ED2_ENSO
2007,09,168.17810232751071,ED2_ENSO
2007,10,294.32363491505384,ED2_ENSO
2007,11,854.0151223540306,ED2_ENSO
2007,12,468.17779024131596,ED2_ENSO
2008,01,90.85726593621075,ED2_ENSO
2008,02,10.57291420729598,ED2_ENSO
2008,03,26.412108817021362,ED2_ENSO
2008,04,88.15037368331105,ED2_ENSO
2008,05,173.93395837862045,ED2_ENSO
2008,06,186.79010344203562,ED2_ENSO
2008,07,159.9427878507413,ED2_ENSO
2008,08,296.1337903048843,ED2_ENSO
2008,09,247.73053997196257,ED2_ENSO
2008,10,294.32363491505384,ED2_ENSO
2008,11,119.25619061803445,ED2_ENSO
2008,12,40.63324173039291,ED2_ENSO
2009,01,12.671012213104405,ED2_ENSO
