yr,month,rain,run
2001,01,35.50283357617445,ED2_output
2001,02,37.34691744321026,ED2_output
2001,03,32.71259877656121,ED2_output
2001,04,88.15037368331105,ED2_output
2001,05,128.9803046034649,ED2_output
2001,06,304.35140000190586,ED2_output
2001,07,241.70933633577079,ED2_output
2001,08,484.5287438482046,ED2_output
2001,09,95.98369124578312,ED2_output
2001,10,383.0603807698935,ED2_output
2001,11,406.2462563160807,ED2_output
2001,12,83.27663855161518,ED2_output
2002,01,44.9335812125355,ED2_output
2002,02,54.48688353644684,ED2_output
2002,03,7.080566014337819,ED2_output
2002,04,29.36967668356374,ED2_output
2002,05,136.53092058375478,ED2_output
2002,06,185.7151689939201,ED2_output
2002,07,267.2814108431339,ED2_output
2002,08,183.56463750824332,ED2_output
2002,09,116.39366779709235,ED2_output
2002,10,114.71922631608322,ED2_output
2002,11,503.02574671804905,ED2_output
2002,12,58.32471366156824,ED2_output
2003,01,17.001355791580863,ED2_output
2003,02,58.46185993286781,ED2_output
2003,03,65.20523734507151,ED2_output
2003,04,129.07368099549785,ED2_output
2003,05,173.93395837862045,ED2_output
2003,06,320.34860879648477,ED2_output
2003,07,368.209490692243,ED2_output
2003,08,365.94924218952656,ED2_output
2003,09,247.73053997196257,ED2_output
2003,10,332.3666366748512,ED2_output
2003,11,543.3909296058118,ED2_output
2003,12,924.9038522131741,ED2_output
2004,01,90.85726593621075,ED2_output
2004,02,30.371731164632365,ED2_output
2004,03,40.3132134641055,ED2_output
2004,04,54.04767930158414,ED2_output
2004,05,228.55829999316484,ED2_output
2004,06,296.98309355881065,ED2_output
2004,07,336.47702978923917,ED2_output
2004,08,169.34357767459005,ED2_output
2004,09,212.51172828488052,ED2_output
2004,10,284.94292739778757,ED2_output
2004,11,643.8181308098137,ED2_output
2004,12,489.67920751310885,ED2_output
2005,01,9.150732951820828,ED2_output
2005,02,1.9597996632001013,ED2_output
2005,03,18.521476049500052,ED2_output
2005,04,172.93185030575842,ED2_output
2005,05,252.93026911094785,ED2_output
